index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit,before_employed,house_owner
13630,0,0,0,2,225000.0,2,4,1,1,33.09315068493151,5.435616438356164,1,0,0,0,3,4.0,32.0,2.0,27.657534246575345,True
13631,0,0,1,1,270000.0,4,4,1,1,40.69041095890411,1.3753424657534246,1,0,0,0,8,3.0,33.0,1.0,39.31506849315068,True
13632,1,0,1,0,135000.0,4,4,1,5,42.635616438356166,21.435616438356163,1,0,1,0,8,2.0,3.0,0.0,21.200000000000003,True
13633,1,0,0,0,112500.0,4,4,1,1,51.95616438356164,0.7068493150684931,1,0,0,0,8,2.0,11.0,2.0,51.249315068493146,True
13634,0,1,1,1,135000.0,4,1,1,1,40.72054794520548,12.073972602739726,1,0,0,0,10,3.0,10.0,2.0,28.646575342465756,True
13635,1,1,1,1,270000.0,4,1,1,1,39.92602739726028,16.27123287671233,1,1,0,0,12,3.0,42.0,1.0,23.65479452054795,True
13636,1,1,0,1,459000.0,2,1,1,2,43.394520547945206,5.2164383561643834,1,1,0,0,10,3.0,24.0,2.0,38.178082191780824,True
13637,0,0,1,1,112500.0,4,4,0,1,37.0986301369863,9.389041095890411,1,0,0,0,3,3.0,43.0,1.0,27.70958904109589,True
13638,0,1,0,2,90000.0,4,4,1,1,35.986301369863014,10.01917808219178,1,1,1,0,6,4.0,36.0,2.0,25.967123287671235,True
13639,1,0,0,2,202500.0,4,4,1,5,30.01095890410959,2.041095890410959,1,0,0,0,4,4.0,45.0,2.0,27.96986301369863,True
13640,0,0,1,0,135000.0,1,4,1,1,58.558904109589044,0.0,1,0,0,0,12,2.0,9.0,2.0,58.558904109589044,True
13641,0,0,1,0,60376.5,4,4,2,1,50.14794520547945,0.4684931506849315,1,1,0,0,15,1.0,32.0,2.0,49.679452054794524,True
13642,0,1,0,0,81000.0,0,4,0,5,38.78630136986301,6.435616438356164,1,0,0,0,8,2.0,25.0,2.0,32.35068493150685,True
13643,0,0,1,0,112500.0,1,4,4,1,61.942465753424656,0.0,1,0,0,0,12,1.0,30.0,2.0,61.942465753424656,True
13644,0,1,0,0,157500.0,0,4,0,1,33.723287671232875,5.375342465753425,1,0,0,0,12,2.0,53.0,1.0,28.347945205479448,True
13645,0,1,0,1,112500.0,0,4,1,3,39.723287671232875,7.835616438356165,1,0,0,0,0,3.0,4.0,0.0,31.88767123287671,True
13646,1,1,1,2,225000.0,0,4,1,1,41.89041095890411,3.8493150684931505,1,0,0,0,8,4.0,22.0,1.0,38.041095890410965,True
13647,1,1,1,0,315000.0,4,4,0,1,28.63013698630137,5.69041095890411,1,0,0,0,15,2.0,10.0,0.0,22.93972602739726,True
13648,0,0,1,0,270000.0,1,4,3,1,60.35616438356164,0.0,1,0,0,0,12,1.0,5.0,2.0,60.35616438356164,True
13649,1,1,1,0,157500.0,0,1,0,1,37.104109589041094,3.632876712328767,1,0,0,0,4,2.0,53.0,2.0,33.47123287671233,True
13650,0,0,1,0,167400.0,1,4,1,1,52.131506849315066,0.0,1,0,0,0,12,2.0,5.0,1.0,52.131506849315066,True
13651,1,1,1,1,292500.0,4,4,1,1,45.66027397260274,12.243835616438357,1,0,1,0,8,3.0,1.0,1.0,33.41643835616438,True
13652,0,1,1,1,90000.0,4,1,1,5,34.62739726027397,1.8794520547945206,1,0,0,0,12,3.0,27.0,2.0,32.74794520547945,True
13653,0,0,1,2,157500.0,2,4,1,1,37.95616438356164,1.1205479452054794,1,0,0,0,8,4.0,49.0,2.0,36.83561643835616,True
13654,0,0,1,0,112500.0,1,4,1,1,62.43287671232877,0.0,1,0,0,0,12,2.0,42.0,1.0,62.43287671232877,True
13655,0,0,1,0,225000.0,1,4,3,1,62.36164383561644,0.0,1,0,0,0,12,1.0,9.0,2.0,62.36164383561644,True
13656,0,0,0,0,135000.0,0,2,3,1,48.26027397260274,0.9287671232876712,1,0,0,0,0,1.0,52.0,2.0,47.33150684931507,True
13657,0,0,1,2,225000.0,0,1,1,1,32.134246575342466,3.158904109589041,1,0,0,0,10,4.0,17.0,0.0,28.975342465753425,True
13658,0,0,1,0,157500.0,4,4,1,1,39.52054794520548,12.515068493150684,1,1,1,0,8,2.0,9.0,1.0,27.005479452054793,True
13659,0,0,1,0,144000.0,1,4,1,1,61.61917808219178,0.0,1,0,0,0,12,2.0,16.0,2.0,61.61917808219178,True
13660,0,1,1,0,157500.0,0,1,1,1,46.71780821917808,8.36986301369863,1,0,0,0,15,2.0,27.0,1.0,38.34794520547945,True
13661,0,0,1,0,157500.0,1,4,1,1,59.136986301369866,0.0,1,0,1,0,12,2.0,1.0,0.0,59.136986301369866,True
13662,0,0,1,0,225000.0,4,4,4,1,51.99452054794521,8.263013698630138,1,1,1,0,11,1.0,31.0,2.0,43.73150684931507,True
13663,0,1,0,0,315000.0,0,1,1,1,37.14246575342466,1.6054794520547946,1,1,1,0,12,2.0,19.0,2.0,35.536986301369865,True
13664,0,0,1,0,112500.0,0,4,3,1,49.295890410958904,1.5205479452054795,1,0,0,0,17,1.0,34.0,1.0,47.775342465753425,True
13665,0,1,1,0,202500.0,4,4,1,1,28.942465753424656,2.4575342465753423,1,1,1,0,3,2.0,32.0,1.0,26.484931506849314,True
13666,0,0,1,1,234000.0,4,4,3,1,56.69315068493151,22.016438356164382,1,0,0,0,3,2.0,16.0,2.0,34.676712328767124,True
13667,0,1,1,0,112500.0,1,4,1,1,64.63835616438357,0.0,1,0,0,0,12,2.0,5.0,0.0,64.63835616438357,True
13668,0,0,1,0,202500.0,4,4,1,1,43.64109589041096,7.887671232876713,1,0,1,0,8,2.0,54.0,2.0,35.75342465753425,True
13669,0,0,1,0,112500.0,2,4,0,1,50.64109589041096,16.528767123287672,1,0,1,0,11,2.0,-0.0,1.0,34.11232876712329,True
13670,0,0,1,0,202500.0,1,3,3,1,58.367123287671234,0.0,1,0,0,0,12,1.0,51.0,2.0,58.367123287671234,True
13671,1,1,1,0,202500.0,4,4,3,1,29.410958904109588,9.35890410958904,1,0,0,0,4,1.0,1.0,1.0,20.052054794520547,True
13672,0,0,1,0,135000.0,1,4,1,1,59.087671232876716,0.0,1,0,1,0,12,2.0,9.0,2.0,59.087671232876716,True
13673,0,0,1,0,180000.0,1,4,4,1,56.224657534246575,0.0,1,0,1,0,12,1.0,39.0,0.0,56.224657534246575,True
13674,0,1,1,0,162000.0,4,1,2,1,42.88219178082192,9.326027397260274,1,1,1,0,0,1.0,13.0,0.0,33.556164383561644,True
13675,0,0,1,0,279000.0,1,4,1,1,59.98082191780822,0.0,1,0,1,0,12,2.0,20.0,2.0,59.98082191780822,True
13676,1,1,1,0,418500.0,4,1,1,1,52.15890410958904,0.2,1,0,1,0,12,2.0,30.0,2.0,51.958904109589035,True
13677,0,1,1,4,112500.0,4,1,1,1,37.45479452054794,5.4082191780821915,1,0,0,0,3,6.0,42.0,0.0,32.04657534246575,True
13678,0,0,1,0,72000.0,1,4,1,1,60.02191780821918,0.0,1,0,0,0,12,2.0,54.0,2.0,60.02191780821918,True
13679,0,0,1,1,315000.0,4,4,1,1,44.81917808219178,11.895890410958904,1,0,1,0,3,3.0,22.0,2.0,32.92328767123288,True
13680,0,0,1,0,225000.0,0,1,3,1,46.66027397260274,1.7589041095890412,1,0,0,0,3,1.0,51.0,2.0,44.9013698630137,True
13681,0,0,0,1,112500.0,0,1,1,1,43.88493150684931,6.936986301369863,1,1,1,0,10,3.0,21.0,2.0,36.94794520547945,True
13682,1,0,0,1,270000.0,1,4,1,1,52.0027397260274,0.0,1,0,0,0,12,3.0,14.0,2.0,52.0027397260274,True
13683,0,0,1,1,292500.0,4,2,3,1,34.6986301369863,7.104109589041096,1,0,0,0,3,2.0,20.0,0.0,27.59452054794521,True
13684,0,1,1,0,270000.0,0,4,0,1,53.37534246575343,3.282191780821918,1,0,0,0,15,2.0,7.0,2.0,50.09315068493151,True
13685,0,0,1,0,270000.0,4,2,0,4,32.68493150684932,2.010958904109589,1,0,0,0,12,2.0,17.0,2.0,30.673972602739727,False
13686,0,0,0,1,135000.0,0,4,1,5,37.50410958904109,3.210958904109589,1,0,0,0,15,3.0,22.0,2.0,34.293150684931504,True
13687,0,0,1,1,90000.0,0,4,1,1,27.876712328767123,5.3863013698630136,1,0,1,0,13,3.0,1.0,1.0,22.49041095890411,True
13688,0,0,0,0,202500.0,4,4,2,1,39.895890410958906,12.747945205479452,1,0,0,0,6,1.0,52.0,0.0,27.147945205479452,True
13689,1,1,1,0,157500.0,4,4,1,5,24.364383561643837,4.424657534246576,1,1,0,0,4,2.0,11.0,2.0,19.939726027397263,True
13690,0,0,1,0,99000.0,1,4,3,1,62.54520547945206,0.0,1,0,0,0,12,1.0,33.0,1.0,62.54520547945206,True
13691,1,1,0,1,180000.0,4,4,1,1,31.5013698630137,12.304109589041095,1,0,0,0,12,3.0,-0.0,0.0,19.197260273972603,True
13692,1,1,0,0,112500.0,4,4,1,1,57.2,4.882191780821918,1,0,0,0,12,2.0,38.0,2.0,52.31780821917808,True
13693,0,0,1,0,135000.0,0,4,1,1,49.84931506849315,31.65753424657534,1,0,0,0,6,2.0,48.0,2.0,18.191780821917806,True
13694,0,0,0,0,166500.0,4,1,1,1,58.81095890410959,10.936986301369863,1,0,0,0,3,2.0,40.0,2.0,47.87397260273973,True
13695,0,1,1,1,261000.0,2,1,1,1,41.23287671232877,4.46027397260274,1,0,0,0,10,3.0,30.0,2.0,36.772602739726025,True
13696,0,0,1,2,157500.0,0,4,1,1,29.605479452054794,1.9726027397260273,1,0,0,0,10,4.0,55.0,2.0,27.632876712328766,True
13697,0,0,1,0,135000.0,4,1,3,1,24.931506849315067,3.1041095890410957,1,0,0,0,10,1.0,35.0,1.0,21.827397260273973,True
13698,0,1,1,1,315000.0,2,1,4,1,49.95342465753425,1.1643835616438356,1,0,1,1,12,2.0,7.0,1.0,48.78904109589041,True
13699,1,1,0,0,135000.0,0,4,1,1,29.89041095890411,6.435616438356164,1,1,0,0,8,2.0,46.0,0.0,23.454794520547946,True
13700,1,0,1,3,494100.0,0,1,1,1,36.29041095890411,5.764383561643836,1,0,0,0,10,5.0,50.0,1.0,30.526027397260275,True
13701,0,0,0,0,112500.0,4,1,2,1,47.035616438356165,6.701369863013698,1,1,0,0,15,1.0,42.0,2.0,40.33424657534247,True
13702,0,0,1,0,157500.0,4,4,1,1,45.90958904109589,9.610958904109589,1,0,0,0,3,2.0,59.0,2.0,36.298630136986304,True
13703,0,0,0,0,157500.0,1,4,1,2,56.68767123287671,0.0,1,0,0,0,12,2.0,18.0,2.0,56.68767123287671,True
13704,0,0,0,0,157500.0,2,1,1,1,31.747945205479454,2.1945205479452055,1,1,1,0,3,2.0,20.0,2.0,29.553424657534247,True
13705,1,0,1,1,225000.0,4,1,3,5,35.5013698630137,4.041095890410959,1,1,0,1,8,2.0,14.0,2.0,31.460273972602742,True
13706,0,0,1,0,171000.0,4,1,3,1,28.01095890410959,5.67945205479452,1,0,0,0,8,1.0,43.0,1.0,22.33150684931507,True
13707,0,0,1,0,135000.0,2,1,2,1,45.18630136986302,25.356164383561644,1,0,0,0,3,1.0,45.0,2.0,19.830136986301373,True
13708,1,1,1,2,180000.0,4,4,1,1,39.1013698630137,1.632876712328767,1,0,0,0,4,4.0,36.0,2.0,37.468493150684935,True
13709,1,1,1,0,369000.0,4,4,1,1,46.52328767123288,3.4136986301369863,1,0,0,0,4,2.0,8.0,0.0,43.109589041095894,True
13710,0,0,1,0,202500.0,4,1,1,1,51.78630136986301,23.695890410958903,1,0,0,0,10,2.0,56.0,2.0,28.09041095890411,True
13711,1,1,0,2,427500.0,0,1,1,1,41.49041095890411,17.534246575342465,1,1,0,0,10,4.0,4.0,1.0,23.956164383561642,True
13712,0,0,1,0,135000.0,4,4,3,1,57.23287671232877,9.04931506849315,1,0,0,0,8,1.0,59.0,0.0,48.18356164383562,True
13713,1,0,0,1,225000.0,4,1,1,1,37.66301369863014,17.186301369863013,1,0,0,0,3,3.0,54.0,2.0,20.476712328767125,True
13714,0,0,1,1,180000.0,4,1,1,1,52.71232876712329,9.471232876712328,1,0,0,0,10,3.0,58.0,0.0,43.24109589041096,True
13715,0,0,1,0,67500.0,1,4,2,1,54.07397260273972,0.0,1,0,0,0,12,1.0,7.0,2.0,54.07397260273972,True
13716,0,1,1,0,720000.0,0,1,2,1,56.961643835616435,13.189041095890412,1,1,1,0,10,1.0,13.0,2.0,43.772602739726025,True
13717,0,0,1,1,180000.0,0,4,1,1,44.47671232876712,16.643835616438356,1,0,1,0,8,3.0,18.0,0.0,27.832876712328765,True
13718,0,0,0,0,121500.0,4,4,2,1,45.12602739726027,7.52054794520548,1,0,1,0,12,1.0,5.0,2.0,37.605479452054794,True
13719,0,0,0,0,94500.0,1,1,1,1,58.556164383561644,0.0,1,0,1,0,12,2.0,34.0,2.0,58.556164383561644,True
13720,0,0,1,0,189000.0,1,2,4,1,59.84931506849315,0.0,1,0,0,0,12,1.0,36.0,2.0,59.84931506849315,True
13721,1,1,1,0,315000.0,0,4,1,1,59.92054794520548,2.682191780821918,1,0,0,0,4,2.0,35.0,2.0,57.23835616438356,True
13722,0,0,1,0,56250.0,1,4,1,1,65.32328767123288,0.0,1,0,1,0,12,2.0,29.0,2.0,65.32328767123288,True
13723,0,0,0,0,450000.0,1,4,1,2,58.64657534246575,0.0,1,0,0,0,12,2.0,14.0,1.0,58.64657534246575,True
13724,0,0,0,0,94500.0,4,4,1,1,45.912328767123284,4.435616438356164,1,0,0,0,18,2.0,9.0,1.0,41.47671232876712,True
13725,0,1,0,2,112500.0,4,4,0,1,29.22739726027397,1.0986301369863014,1,1,1,0,15,4.0,5.0,2.0,28.12876712328767,True
13726,0,0,0,1,202500.0,0,4,1,2,49.23561643835617,9.931506849315069,1,0,1,0,10,3.0,25.0,2.0,39.3041095890411,True
13727,1,1,1,2,180000.0,4,1,1,1,47.47945205479452,2.3232876712328765,1,0,0,0,4,4.0,8.0,2.0,45.156164383561645,True
13728,0,0,0,0,441000.0,2,1,1,1,50.03013698630137,21.4,1,0,0,0,3,2.0,9.0,2.0,28.630136986301373,True
13729,1,1,0,0,157500.0,0,4,1,1,31.38082191780822,4.394520547945206,1,0,0,0,4,2.0,3.0,1.0,26.986301369863014,True
13730,0,0,1,1,157500.0,4,4,2,2,36.58904109589041,1.7123287671232876,1,0,0,0,15,2.0,5.0,2.0,34.87671232876712,True
13731,0,0,1,0,148500.0,1,4,1,1,62.394520547945206,0.0,1,0,0,0,12,2.0,23.0,1.0,62.394520547945206,True
13732,0,0,1,1,315000.0,4,4,1,1,46.3041095890411,2.6191780821917807,1,0,0,0,6,3.0,9.0,1.0,43.68493150684932,True
13733,0,0,0,1,112500.0,4,4,1,1,34.038356164383565,4.701369863013698,1,0,0,0,2,3.0,44.0,1.0,29.336986301369866,True
13734,0,1,1,2,135000.0,2,4,1,1,39.558904109589044,16.695890410958903,1,1,0,0,3,4.0,51.0,2.0,22.86301369863014,True
13735,0,0,1,0,155250.0,1,4,1,1,60.394520547945206,0.0,1,0,0,0,12,2.0,60.0,2.0,60.394520547945206,True
13736,0,1,1,0,90000.0,0,4,1,1,38.673972602739724,6.2164383561643834,1,0,0,0,11,2.0,21.0,2.0,32.45753424657534,True
13737,1,1,0,0,166500.0,0,2,3,1,28.953424657534246,5.550684931506849,1,1,0,0,8,1.0,30.0,2.0,23.4027397260274,True
13738,1,1,1,0,180000.0,4,1,1,5,30.38082191780822,4.019178082191781,1,0,0,0,8,2.0,25.0,2.0,26.36164383561644,True
13739,1,0,0,0,135000.0,4,4,2,1,38.679452054794524,8.695890410958905,1,0,0,0,8,1.0,16.0,2.0,29.98356164383562,True
13740,0,1,0,1,360000.0,4,1,4,1,45.15068493150685,11.021917808219179,1,0,0,1,10,2.0,32.0,2.0,34.12876712328767,True
13741,1,1,0,2,292500.0,0,4,1,1,40.19178082191781,19.06027397260274,1,0,1,0,12,4.0,15.0,2.0,21.13150684931507,True
13742,0,0,1,0,328500.0,1,4,0,1,57.36986301369863,0.0,1,0,0,0,12,2.0,47.0,0.0,57.36986301369863,True
13743,0,0,1,0,99000.0,1,4,1,1,62.07397260273972,0.0,1,0,1,0,12,2.0,38.0,1.0,62.07397260273972,True
13744,0,0,0,0,121500.0,4,4,2,1,45.12602739726027,7.52054794520548,1,0,1,0,12,1.0,23.0,2.0,37.605479452054794,True
13745,0,0,1,0,157500.0,0,1,1,1,31.046575342465754,1.5506849315068494,1,0,0,0,15,2.0,33.0,1.0,29.495890410958904,True
13746,1,0,1,0,180000.0,4,4,1,1,27.53150684931507,3.8493150684931505,1,0,0,1,15,2.0,31.0,2.0,23.682191780821917,True
13747,0,0,0,0,157500.0,0,4,1,1,32.97260273972603,4.347945205479452,1,1,0,0,15,2.0,17.0,1.0,28.624657534246577,True
13748,0,1,0,0,72000.0,1,4,1,1,62.13972602739726,0.0,1,0,0,0,12,2.0,40.0,2.0,62.13972602739726,True
13749,0,0,1,1,270000.0,4,1,3,1,37.61095890410959,3.4246575342465753,1,0,1,0,8,2.0,46.0,2.0,34.18630136986301,True
13750,1,1,0,0,202500.0,4,4,1,1,52.92602739726028,2.515068493150685,1,1,1,0,8,2.0,31.0,2.0,50.41095890410959,True
13751,0,0,0,0,94500.0,4,4,1,1,51.26849315068493,9.936986301369863,1,1,0,0,12,2.0,10.0,2.0,41.33150684931507,True
13752,1,0,0,1,360000.0,4,4,1,1,41.76438356164383,7.967123287671233,1,1,0,1,10,3.0,10.0,2.0,33.7972602739726,True
13753,0,0,0,0,270000.0,4,2,0,1,24.065753424657533,0.7616438356164383,1,1,0,1,11,2.0,21.0,2.0,23.304109589041094,True
13754,0,0,1,1,225000.0,0,4,1,1,38.515068493150686,10.12054794520548,1,0,0,0,14,3.0,4.0,1.0,28.394520547945206,True
13755,1,1,0,0,315000.0,4,1,1,1,43.35616438356164,10.191780821917808,1,1,1,0,10,2.0,17.0,2.0,33.16438356164383,True
13756,0,0,1,0,135000.0,4,4,1,1,58.61917808219178,2.7753424657534245,1,0,0,1,6,2.0,3.0,1.0,55.843835616438355,True
13757,1,1,1,0,131400.0,1,4,1,1,64.78356164383561,0.0,1,0,0,0,12,2.0,22.0,2.0,64.78356164383561,True
13758,0,0,1,0,112500.0,4,4,1,1,64.0,1.284931506849315,1,0,0,0,12,2.0,29.0,1.0,62.71506849315068,True
13759,0,0,0,0,252000.0,1,4,4,1,62.36986301369863,0.0,1,0,0,0,12,1.0,13.0,2.0,62.36986301369863,True
13760,1,1,1,2,126000.0,4,4,1,1,45.11780821917808,9.052054794520547,1,1,1,0,4,4.0,39.0,2.0,36.06575342465753,True
13761,0,0,0,0,135000.0,2,1,3,1,28.410958904109588,3.791780821917808,1,1,0,0,0,1.0,17.0,2.0,24.61917808219178,True
13762,0,0,0,0,112500.0,1,4,1,1,61.273972602739725,0.0,1,0,0,0,12,2.0,34.0,2.0,61.273972602739725,True
13763,1,1,0,2,270000.0,4,4,1,1,41.66301369863014,8.76986301369863,1,0,0,0,3,4.0,21.0,2.0,32.893150684931506,True
13764,0,1,0,0,270000.0,0,4,1,2,32.917808219178085,6.704109589041096,1,0,0,1,13,2.0,8.0,0.0,26.21369863013699,True
13765,1,1,0,1,315000.0,2,1,1,2,24.91780821917808,2.536986301369863,1,0,0,0,3,3.0,24.0,2.0,22.38082191780822,True
13766,0,0,1,0,90000.0,0,4,2,1,54.43013698630137,1.9726027397260273,1,0,0,1,12,1.0,43.0,2.0,52.45753424657534,True
13767,1,1,1,0,112500.0,4,4,1,1,47.397260273972606,3.3835616438356166,1,0,0,0,4,2.0,57.0,2.0,44.013698630136986,True
13768,0,0,1,0,81000.0,4,4,1,1,54.5013698630137,14.698630136986301,1,1,1,0,12,2.0,33.0,1.0,39.8027397260274,True
13769,0,0,1,0,67500.0,1,4,3,1,61.94794520547945,0.0,1,0,1,0,12,1.0,51.0,0.0,61.94794520547945,True
13770,1,0,0,0,180000.0,0,2,1,1,30.747945205479454,6.372602739726028,1,0,0,0,12,2.0,48.0,2.0,24.375342465753427,True
13771,0,0,0,0,135000.0,1,4,1,1,58.52876712328767,0.0,1,0,0,0,12,2.0,44.0,2.0,58.52876712328767,True
13772,1,1,1,2,270000.0,4,4,1,1,36.602739726027394,11.194520547945206,1,0,0,0,8,4.0,43.0,2.0,25.408219178082188,True
13773,0,0,1,0,135000.0,4,4,0,1,37.8,11.58904109589041,1,0,0,0,3,2.0,36.0,2.0,26.21095890410959,True
13774,0,0,1,0,112500.0,0,4,2,1,41.64657534246575,4.136986301369863,1,0,0,0,12,1.0,45.0,2.0,37.50958904109589,True
13775,0,1,1,0,90000.0,1,4,1,1,58.778082191780825,0.0,1,0,0,0,12,2.0,28.0,1.0,58.778082191780825,True
13776,1,0,0,2,225000.0,4,1,0,1,45.93972602739726,8.46027397260274,1,1,0,0,8,4.0,50.0,1.0,37.47945205479452,True
13777,0,0,0,1,144000.0,0,1,1,1,34.93972602739726,3.6027397260273974,1,1,1,0,12,3.0,13.0,2.0,31.336986301369866,True
13778,1,1,1,3,202500.0,4,4,1,1,43.87123287671233,13.10958904109589,1,0,1,1,12,5.0,50.0,2.0,30.761643835616436,True
13779,0,0,1,0,157500.0,1,4,4,1,58.895890410958906,0.0,1,0,0,0,12,1.0,9.0,1.0,58.895890410958906,True
13780,0,1,1,0,225000.0,1,4,1,1,59.4986301369863,0.0,1,0,0,0,12,2.0,59.0,2.0,59.4986301369863,True
13781,0,0,1,0,193500.0,1,4,1,1,59.608219178082194,0.0,1,0,0,0,12,2.0,3.0,0.0,59.608219178082194,True
13782,1,0,0,1,225000.0,0,4,1,5,48.95342465753425,5.238356164383561,1,0,0,0,4,3.0,17.0,1.0,43.71506849315069,True
13783,1,1,1,1,202500.0,4,2,1,1,46.18082191780822,2.33972602739726,1,0,0,0,12,3.0,38.0,2.0,43.841095890410955,True
13784,1,0,1,1,135000.0,2,1,1,1,36.37534246575343,8.186301369863013,1,1,1,0,10,3.0,2.0,0.0,28.189041095890413,True
13785,0,1,1,1,202500.0,4,4,1,1,37.441095890410956,5.723287671232876,1,1,1,0,3,3.0,16.0,2.0,31.71780821917808,True
13786,0,0,1,1,234000.0,4,4,3,1,56.69315068493151,22.016438356164382,1,0,0,0,3,2.0,36.0,2.0,34.676712328767124,True
13787,1,1,0,2,450000.0,4,4,1,1,41.013698630136986,19.67945205479452,1,0,0,1,4,4.0,39.0,2.0,21.334246575342465,True
13788,1,0,1,0,180000.0,0,4,3,1,48.88767123287671,3.0,1,0,0,0,15,1.0,4.0,2.0,45.88767123287671,True
13789,1,0,1,0,112500.0,4,1,0,1,54.81643835616438,15.301369863013699,1,0,0,0,17,2.0,24.0,2.0,39.515068493150686,True
13790,1,1,1,1,292500.0,4,4,1,5,32.917808219178085,4.2465753424657535,1,0,0,0,8,3.0,20.0,2.0,28.67123287671233,True
13791,0,0,1,0,112500.0,4,4,0,1,43.47123287671233,5.720547945205479,1,0,0,0,15,2.0,23.0,2.0,37.75068493150685,True
13792,0,0,1,0,247500.0,0,1,4,1,63.942465753424656,3.378082191780822,1,0,1,0,12,1.0,14.0,2.0,60.56438356164384,True
13793,1,1,0,0,121500.0,4,4,1,1,57.52602739726027,19.194520547945206,1,1,1,0,12,2.0,4.0,2.0,38.33150684931506,True
13794,1,1,1,2,157500.0,4,4,1,1,41.64931506849315,1.8465753424657534,1,0,0,0,4,4.0,6.0,2.0,39.8027397260274,True
13795,1,0,1,0,225000.0,0,4,1,1,28.97808219178082,7.2684931506849315,1,0,0,0,12,2.0,27.0,2.0,21.70958904109589,True
13796,0,1,1,1,144000.0,4,1,1,1,35.35068493150685,8.01095890410959,1,0,0,0,0,3.0,14.0,1.0,27.33972602739726,True
13797,0,0,0,0,135000.0,4,4,1,1,30.147945205479452,4.301369863013699,1,0,0,0,13,2.0,2.0,1.0,25.846575342465755,True
13798,0,0,1,0,171000.0,1,4,1,1,57.10958904109589,0.0,1,0,0,0,12,2.0,35.0,1.0,57.10958904109589,True
13799,1,0,1,0,117000.0,4,4,0,1,48.134246575342466,14.104109589041096,1,0,0,0,8,2.0,38.0,2.0,34.03013698630137,True
13800,0,0,1,1,112500.0,4,1,1,1,58.276712328767125,39.652054794520545,1,0,0,1,6,3.0,43.0,2.0,18.62465753424658,True
13801,1,0,0,0,270000.0,4,1,1,1,29.40821917808219,6.879452054794521,1,0,1,0,12,2.0,52.0,2.0,22.528767123287672,True
13802,0,0,0,1,112500.0,4,2,1,1,24.28767123287671,3.7013698630136984,1,0,0,0,12,3.0,10.0,1.0,20.586301369863012,True
13803,0,0,1,0,157500.0,4,4,3,1,51.0958904109589,5.183561643835616,1,0,0,0,8,1.0,3.0,1.0,45.912328767123284,True
13804,1,1,1,0,310500.0,4,4,1,1,46.75890410958904,4.712328767123288,1,0,1,1,6,2.0,21.0,2.0,42.04657534246575,True
13805,0,1,1,1,405000.0,2,4,1,1,46.47123287671233,1.115068493150685,1,0,1,1,8,3.0,46.0,2.0,45.35616438356164,True
13806,0,0,1,1,225000.0,2,4,3,1,43.558904109589044,10.93972602739726,1,0,0,0,12,2.0,56.0,0.0,32.61917808219178,True
13807,0,1,0,0,270000.0,4,4,1,1,50.07945205479452,4.76986301369863,1,0,1,0,15,2.0,2.0,1.0,45.30958904109589,True
13808,0,0,0,1,135000.0,4,1,1,5,29.8,6.435616438356164,1,0,0,0,3,3.0,6.0,1.0,23.364383561643837,True
13809,0,0,1,0,90000.0,1,4,0,1,56.61095890410959,0.0,1,0,0,0,12,2.0,20.0,2.0,56.61095890410959,True
13810,0,0,1,0,67500.0,4,4,4,1,56.11506849315069,13.780821917808218,1,1,1,0,12,1.0,15.0,2.0,42.33424657534247,True
13811,0,1,1,0,67500.0,4,4,0,1,45.06027397260274,4.021917808219178,1,1,0,0,1,2.0,22.0,1.0,41.03835616438356,True
13812,1,1,0,0,261000.0,2,1,1,2,30.457534246575342,7.331506849315068,1,0,0,0,3,2.0,44.0,1.0,23.126027397260273,True
13813,0,0,0,2,225000.0,2,4,1,1,33.09315068493151,5.435616438356164,1,0,0,0,3,4.0,41.0,2.0,27.657534246575345,True
13814,1,1,0,0,225000.0,4,4,1,1,36.99178082191781,6.1808219178082195,1,1,1,0,4,2.0,20.0,0.0,30.810958904109587,True
13815,1,0,0,0,234000.0,4,4,1,1,44.24109589041096,12.441095890410958,1,1,0,0,4,2.0,37.0,2.0,31.800000000000004,True
13816,1,1,1,0,315000.0,4,4,1,1,49.8986301369863,3.1534246575342464,1,1,0,0,10,2.0,23.0,2.0,46.74520547945205,True
13817,1,1,1,1,198000.0,0,1,0,1,44.24383561643835,11.723287671232876,1,0,1,0,10,3.0,42.0,2.0,32.52054794520548,True
13818,0,1,1,0,135000.0,1,4,1,1,57.62739726027397,0.0,1,0,0,0,12,2.0,11.0,2.0,57.62739726027397,True
13819,0,0,0,0,67500.0,1,4,1,1,62.14246575342466,0.0,1,0,0,0,12,2.0,24.0,0.0,62.14246575342466,True
13820,0,1,1,1,135000.0,4,1,1,1,27.435616438356163,6.331506849315068,1,0,0,0,12,3.0,17.0,2.0,21.104109589041094,True
13821,1,0,1,0,99000.0,4,4,2,1,49.18356164383562,11.194520547945206,1,0,0,0,12,1.0,37.0,2.0,37.989041095890414,True
13822,1,1,1,0,99000.0,4,4,3,1,56.6,0.8575342465753425,1,1,1,1,8,1.0,18.0,1.0,55.74246575342466,True
13823,1,1,1,0,405000.0,4,1,1,1,29.512328767123286,1.4958904109589042,1,0,0,0,10,2.0,24.0,2.0,28.016438356164382,True
13824,0,0,0,2,112500.0,4,4,2,1,39.1972602739726,0.5150684931506849,1,0,0,0,8,3.0,31.0,2.0,38.68219178082192,True
